study_time,score
7.49080237694725,69.6155109470344
19.01428612819832,90.85899352694528
14.639878836228101,88.50068634560007
11.973169683940732,82.98585293627094
3.1203728088487304,60.59988426177703
3.119890406724053,63.203629644583245
1.1616722433639892,57.07379138115449
17.323522915498703,95.60470768488894
12.022300234864176,79.7049220298672
14.161451555920909,77.0988242222223
0.41168988591604894,53.17731581045305
19.398197043239886,99.53393104391526
16.648852816008436,92.98002622599795
4.246782213565523,54.23321265481226
3.6364993441420124,53.68596565831372
3.6680901970686763,64.43598975933621
6.0848448591907545,65.01433637869361
10.495128632644757,79.64532506847502
8.638900372842315,71.7388428127581
5.824582803960839,64.71023770738083
12.23705789444759,85.28406376599895
2.7898772130408367,54.39446939151522
5.842892970704363,65.08783631146582
7.327236865873834,66.00671572115937
9.12139968434072,70.63101807369021
15.703519227860273,87.71293745230749
3.9934756431671947,61.094357966086555
10.284688768272233,73.31797881236321
11.84829137724085,85.89950907096973
0.9290082543999545,47.84948412490237
12.150897038028766,79.44288437426512
3.4104824737458306,56.3275508929937
1.3010318597055903,60.48746907103264
18.977710745066666,98.42705074522455
19.312640661491187,100.0
16.16794696232922,82.9920655406382
6.092275383467413,66.56593978801483
1.9534422801276774,59.33175967843638
13.684660530243137,84.62307127198497
8.803049874792027,77.33502656230682
2.4407646968955765,53.51546949173708
9.903538202225404,81.8055827064914
0.6877704223043679,63.21391667385717
18.186408041575643,93.65182730174082
5.175599632000338,60.71148647299699
13.25044568707964,90.3930366032876
6.2342215217882195,73.48341453312412
10.401360423556216,73.3891009231242
10.934205586865593,75.23457988168471
3.697089110510541,57.83379973197382
19.391692555291172,91.75697883305655
15.502656467222291,84.16338143563473
18.789978831283783,91.95424324444912
17.896547008552975,90.9023796958618
11.957999576221702,79.72157450362036
18.437484700462335,97.26478541383844
1.76985004103839,62.17712756666636
3.919657248382904,54.80737291726331
0.9045457782107613,57.18297643790982
6.506606615265287,65.19657231703567
7.773545793789641,69.18654593621193
5.426980635477918,66.94154904952781
16.57475018303859,85.82326534978498
7.135066533871786,69.74971506559972
5.618690193747615,64.87898652543431
10.85392166316497,79.59706047795318
2.818484499495253,58.492054468277225
16.043939615080795,100.0
